"Retailer";"Retailer ID";"Invoice Date";"month";"Region";"State";"City";"category";"Product";"gender";"Price per Unit";"Units Sold";"Total Sales";"Operating Profit";"Operating Margin";"Sales Method"
"Foot Locker";1128299;"2021-02-23";"February";"West";"Idaho";"Boise";"footwear";"Women's Street Footwear";"female";38;105;3990;1875;47;"Online"
"Foot Locker";1128299;"2021-02-23";"February";"West";"Arizona";"Phoenix";"footwear";"Women's Athletic Footwear";"female";38;63;2394;1149;48;"Online"
"Foot Locker";1128299;"2021-02-23";"February";"West";"Arizona";"Phoenix";"apparel";"Men's Apparel";"male";42;44;1848;813;44;"Online"
"Foot Locker";1128299;"2021-02-23";"February";"West";"Arizona";"Phoenix";"apparel";"Women's Apparel";"female";38;88;3344;1204;36;"Online"
"Foot Locker";1128299;"2021-03-22";"March";"West";"Arizona";"Phoenix";"footwear";"Men's Street Footwear";"male";37;145;5365;2522;47;"Online"
"Foot Locker";1128299;"2021-03-22";"March";"West";"Arizona";"Phoenix";"footwear";"Men's Athletic Footwear";"male";48;95;4560;2508;55;"Online"
"Foot Locker";1128299;"2021-03-22";"March";"West";"Arizona";"Phoenix";"footwear";"Women's Street Footwear";"female";49;91;4459;2230;50;"Online"
"Foot Locker";1128299;"2021-03-22";"March";"West";"Arizona";"Phoenix";"footwear";"Women's Athletic Footwear";"female";47;68;3196;1470;46;"Online"
"Foot Locker";1128299;"2021-03-22";"March";"West";"Arizona";"Phoenix";"apparel";"Men's Apparel";"male";54;31;1674;686;41;"Online"
"Foot Locker";1128299;"2021-03-22";"March";"West";"Arizona";"Phoenix";"apparel";"Women's Apparel";"female";47;88;4136;1654;40;"Online"
"Foot Locker";1128299;"2021-04-23";"April";"West";"Arizona";"Phoenix";"footwear";"Men's Street Footwear";"male";48;130;6240;2808;45;"Online"
"Foot Locker";1128299;"2021-04-23";"April";"West";"Arizona";"Phoenix";"footwear";"Men's Athletic Footwear";"male";53;90;4770;2385;50;"Online"
"Foot Locker";1128299;"2021-04-23";"April";"West";"Arizona";"Phoenix";"footwear";"Women's Street Footwear";"female";50;102;5100;2550;50;"Online"
"Foot Locker";1128299;"2021-04-23";"April";"West";"Arizona";"Phoenix";"footwear";"Women's Athletic Footwear";"female";46;75;3450;1725;50;"Online"
"Foot Locker";1128299;"2021-04-23";"April";"West";"Arizona";"Phoenix";"apparel";"Men's Apparel";"male";50;39;1950;819;42;"Online"
"Foot Locker";1128299;"2021-04-23";"April";"West";"Arizona";"Phoenix";"apparel";"Women's Apparel";"female";67;94;6298;2267;36;"Online"
"Foot Locker";1128299;"2021-05-24";"May";"West";"Arizona";"Phoenix";"footwear";"Men's Street Footwear";"male";47;147;6909;3247;47;"Online"
"Foot Locker";1128299;"2021-05-24";"May";"West";"Arizona";"Phoenix";"footwear";"Men's Athletic Footwear";"male";53;113;5989;3234;54;"Online"
"Foot Locker";1128299;"2021-05-24";"May";"West";"Arizona";"Phoenix";"footwear";"Women's Street Footwear";"female";50;120;6000;2820;47;"Online"
"Foot Locker";1128299;"2021-05-24";"May";"West";"Arizona";"Phoenix";"footwear";"Women's Athletic Footwear";"female";49;90;4410;2205;50;"Online"
"Foot Locker";1128299;"2021-05-24";"May";"West";"Arizona";"Phoenix";"apparel";"Men's Apparel";"male";51;58;2958;1213;41;"Online"
"Foot Locker";1128299;"2021-05-24";"May";"West";"Arizona";"Phoenix";"apparel";"Women's Apparel";"female";64;98;6272;2258;36;"Online"
"Foot Locker";1128299;"2021-06-23";"June";"West";"Arizona";"Phoenix";"footwear";"Men's Street Footwear";"male";48;156;7488;3669;49;"Online"
"Foot Locker";1128299;"2021-06-23";"June";"West";"Arizona";"Phoenix";"footwear";"Men's Athletic Footwear";"male";51;138;7038;3660;52;"Online"
"Foot Locker";1128299;"2021-06-23";"June";"West";"Arizona";"Phoenix";"footwear";"Women's Street Footwear";"female";51;138;7038;3167;45;"Online"
"Foot Locker";1128299;"2021-06-23";"June";"West";"Arizona";"Phoenix";"footwear";"Women's Athletic Footwear";"female";46;95;4370;2185;50;"Online"
"Foot Locker";1128299;"2021-06-23";"June";"West";"Arizona";"Phoenix";"apparel";"Men's Apparel";"male";51;68;3468;1457;42;"Online"
"Foot Locker";1128299;"2021-06-23";"June";"West";"Arizona";"Phoenix";"apparel";"Women's Apparel";"female";69;131;9039;3525;39;"Online"
"Foot Locker";1128299;"2021-07-22";"July";"West";"Arizona";"Phoenix";"footwear";"Men's Street Footwear";"male";49;196;9604;4706;49;"Online"
"Foot Locker";1128299;"2021-07-22";"July";"West";"Arizona";"Phoenix";"footwear";"Men's Athletic Footwear";"male";50;142;7100;3621;51;"Online"
"Foot Locker";1128299;"2021-07-22";"July";"West";"Arizona";"Phoenix";"footwear";"Women's Street Footwear";"female";51;133;6783;3188;47;"Online"
"Foot Locker";1128299;"2021-07-22";"July";"West";"Arizona";"Phoenix";"footwear";"Women's Athletic Footwear";"female";48;101;4848;2182;45;"Online"
"Foot Locker";1128299;"2021-07-22";"July";"West";"Arizona";"Phoenix";"apparel";"Men's Apparel";"male";52;128;6656;2862;43;"Online"
"Foot Locker";1128299;"2021-07-22";"July";"West";"Arizona";"Phoenix";"apparel";"Women's Apparel";"female";67;123;8241;3132;38;"Online"
"Foot Locker";1128299;"2021-08-23";"August";"West";"Arizona";"Phoenix";"footwear";"Men's Street Footwear";"male";50;163;8150;4075;50;"Online"
"Foot Locker";1128299;"2021-08-23";"August";"West";"Arizona";"Phoenix";"footwear";"Men's Athletic Footwear";"male";57;161;9177;4589;50;"Online"
"Foot Locker";1128299;"2021-08-23";"August";"West";"Arizona";"Phoenix";"footwear";"Women's Street Footwear";"female";54;113;6102;2990;49;"Online"
"Foot Locker";1128299;"2021-08-23";"August";"West";"Arizona";"Phoenix";"footwear";"Women's Athletic Footwear";"female";52;112;5824;2854;49;"Online"
"Foot Locker";1128299;"2021-08-23";"August";"West";"Arizona";"Phoenix";"apparel";"Men's Apparel";"male";59;116;6844;2806;41;"Online"
"Foot Locker";1128299;"2021-08-23";"August";"West";"Arizona";"Phoenix";"apparel";"Women's Apparel";"female";65;94;6110;2444;40;"Online"
"Foot Locker";1128299;"2021-09-24";"September";"West";"Arizona";"Phoenix";"footwear";"Men's Street Footwear";"male";41;167;6847;3355;49;"Online"
"Foot Locker";1128299;"2021-09-24";"September";"West";"Arizona";"Phoenix";"footwear";"Men's Athletic Footwear";"male";45;161;7245;3840;53;"Online"
"Foot Locker";1128299;"2021-09-24";"September";"West";"Arizona";"Phoenix";"footwear";"Women's Street Footwear";"female";43;128;5504;2477;45;"Online"
"Foot Locker";1128299;"2021-09-24";"September";"West";"Arizona";"Phoenix";"footwear";"Women's Athletic Footwear";"female";41;113;4633;2178;47;"Online"
"Foot Locker";1128299;"2021-09-24";"September";"West";"Arizona";"Phoenix";"apparel";"Men's Apparel";"male";54;105;5670;2495;44;"Online"
"Foot Locker";1128299;"2021-09-24";"September";"West";"Arizona";"Phoenix";"apparel";"Women's Apparel";"female";56;119;6664;2466;37;"Online"
"Foot Locker";1128299;"2021-10-23";"October";"West";"Arizona";"Phoenix";"footwear";"Men's Street Footwear";"male";41;135;5535;2657;48;"Online"
"Foot Locker";1128299;"2021-10-23";"October";"West";"Arizona";"Phoenix";"footwear";"Men's Athletic Footwear";"male";47;145;6815;3612;53;"Online"
"Foot Locker";1128299;"2021-10-23";"October";"West";"Arizona";"Phoenix";"footwear";"Women's Street Footwear";"female";44;91;4004;1922;48;"Online"
"Foot Locker";1128299;"2021-10-23";"October";"West";"Arizona";"Phoenix";"footwear";"Women's Athletic Footwear";"female";43;90;3870;1896;49;"Online"
"Foot Locker";1128299;"2021-10-23";"October";"West";"Arizona";"Phoenix";"apparel";"Men's Apparel";"male";53;69;3657;1463;40;"Online"
"Foot Locker";1128299;"2021-10-23";"October";"West";"Arizona";"Phoenix";"apparel";"Women's Apparel";"female";56;85;4760;1809;38;"Online"
"Foot Locker";1128299;"2021-11-23";"November";"West";"Arizona";"Phoenix";"footwear";"Men's Street Footwear";"male";42;135;5670;2665;47;"Online"
"Foot Locker";1128299;"2021-11-23";"November";"West";"Arizona";"Phoenix";"footwear";"Men's Athletic Footwear";"male";46;147;6762;3516;52;"Online"
"Foot Locker";1128299;"2021-11-23";"November";"West";"Arizona";"Phoenix";"footwear";"Women's Street Footwear";"female";44;105;4620;2125;46;"Online"
"Foot Locker";1128299;"2021-11-23";"November";"West";"Arizona";"Phoenix";"footwear";"Women's Athletic Footwear";"female";42;98;4116;1935;47;"Online"
"Foot Locker";1128299;"2021-11-23";"November";"West";"Arizona";"Phoenix";"apparel";"Men's Apparel";"male";53;87;4611;1891;41;"Online"
"Foot Locker";1128299;"2021-11-23";"November";"West";"Arizona";"Phoenix";"apparel";"Women's Apparel";"female";55;111;6105;2259;37;"Online"
"Foot Locker";1128299;"2021-12-22";"December";"West";"Arizona";"Phoenix";"footwear";"Men's Street Footwear";"male";44;181;7964;3663;46;"Online"
"Foot Locker";1128299;"2021-12-22";"December";"West";"Arizona";"Phoenix";"footwear";"Men's Athletic Footwear";"male";49;175;8575;4631;54;"Online"
"Kohl's";1128299;"2021-12-22";"December";"West";"Arizona";"Phoenix";"footwear";"Women's Street Footwear";"female";43;123;5289;2539;48;"Online"
"Kohl's";1128299;"2021-12-22";"December";"West";"Arizona";"Phoenix";"footwear";"Women's Athletic Footwear";"female";44;115;5060;2277;45;"Online"
"Kohl's";1128299;"2021-12-22";"December";"West";"Arizona";"Phoenix";"apparel";"Men's Apparel";"male";52;88;4576;1968;43;"Online"
"Kohl's";1128299;"2021-12-22";"December";"West";"Arizona";"Phoenix";"apparel";"Women's Apparel";"female";58;135;7830;2897;37;"Online"
"Kohl's";1128299;"2021-01-26";"January";"West";"Arizona";"Phoenix";"footwear";"Men's Street Footwear";"male";33;133;4389;2151;49;"Online"
"Kohl's";1128299;"2021-01-26";"January";"West";"Arizona";"Phoenix";"footwear";"Men's Athletic Footwear";"male";42;138;5796;3072;53;"Online"
"Kohl's";1128299;"2021-01-26";"January";"West";"Arizona";"Phoenix";"footwear";"Women's Street Footwear";"female";42;138;5796;2666;46;"Online"
"Kohl's";1128299;"2021-01-26";"January";"West";"Arizona";"Phoenix";"footwear";"Women's Athletic Footwear";"female";43;85;3655;1791;49;"Online"
"Kohl's";1128299;"2021-01-26";"January";"West";"Arizona";"Phoenix";"apparel";"Men's Apparel";"male";45;80;3600;1476;41;"Online"
"Kohl's";1128299;"2021-01-26";"January";"West";"Arizona";"Phoenix";"apparel";"Women's Apparel";"female";42;128;5376;1935;36;"Online"
"Kohl's";1128299;"2021-02-26";"February";"West";"Arizona";"Phoenix";"footwear";"Men's Street Footwear";"male";33;147;4851;2377;49;"Online"
"Kohl's";1128299;"2021-02-26";"February";"West";"Arizona";"Phoenix";"footwear";"Men's Athletic Footwear";"male";44;106;4664;2565;55;"Online"
"Kohl's";1128299;"2021-02-26";"February";"West";"Arizona";"Phoenix";"footwear";"Women's Street Footwear";"female";41;111;4551;2093;46;"Online"
"Kohl's";1128299;"2021-02-26";"February";"West";"New Mexico";"Albuquerque";"footwear";"Women's Athletic Footwear";"female";43;74;3182;1559;49;"Online"
"Kohl's";1128299;"2021-02-26";"February";"West";"New Mexico";"Albuquerque";"apparel";"Men's Apparel";"male";45;54;2430;1069;44;"Online"
"Kohl's";1128299;"2021-02-26";"February";"West";"New Mexico";"Albuquerque";"apparel";"Women's Apparel";"female";41;104;4264;1620;38;"Online"
"Kohl's";1128299;"2021-03-25";"March";"West";"New Mexico";"Albuquerque";"footwear";"Men's Street Footwear";"male";44;165;7260;3630;50;"Online"
"Kohl's";1128299;"2021-03-25";"March";"West";"New Mexico";"Albuquerque";"footwear";"Men's Athletic Footwear";"male";51;112;5712;3027;53;"Online"
"Kohl's";1128299;"2021-03-25";"March";"West";"New Mexico";"Albuquerque";"footwear";"Women's Street Footwear";"female";52;112;5824;2854;49;"Online"
"Kohl's";1128299;"2021-03-25";"March";"West";"New Mexico";"Albuquerque";"footwear";"Women's Athletic Footwear";"female";50;83;4150;1909;46;"Online"
"Kohl's";1128299;"2021-03-25";"March";"West";"New Mexico";"Albuquerque";"apparel";"Men's Apparel";"male";55;53;2915;1253;43;"Online"
"Kohl's";1128299;"2021-03-25";"March";"West";"New Mexico";"Albuquerque";"apparel";"Women's Apparel";"female";50;98;4900;1862;38;"Online"
"Kohl's";1128299;"2021-04-26";"April";"West";"New Mexico";"Albuquerque";"footwear";"Men's Street Footwear";"male";51;154;7854;3534;45;"Online"
"Kohl's";1128299;"2021-04-26";"April";"West";"New Mexico";"Albuquerque";"footwear";"Men's Athletic Footwear";"male";59;98;5782;2891;50;"Online"
"Kohl's";1128299;"2021-04-26";"April";"West";"New Mexico";"Albuquerque";"footwear";"Women's Street Footwear";"female";55;116;6380;3190;50;"Online"
"Kohl's";1128299;"2021-04-26";"April";"West";"New Mexico";"Albuquerque";"footwear";"Women's Athletic Footwear";"female";54;87;4698;2161;46;"Online"
"Kohl's";1128299;"2021-04-26";"April";"West";"New Mexico";"Albuquerque";"apparel";"Men's Apparel";"male";56;58;3248;1332;41;"Online"
"Kohl's";1128299;"2021-04-26";"April";"West";"New Mexico";"Albuquerque";"apparel";"Women's Apparel";"female";69;101;6969;2648;38;"Online"
"Kohl's";1128299;"2021-05-27";"May";"West";"New Mexico";"Albuquerque";"footwear";"Men's Street Footwear";"male";51;150;7650;3443;45;"Online"
"Kohl's";1128299;"2021-05-27";"May";"West";"New Mexico";"Albuquerque";"footwear";"Men's Athletic Footwear";"male";58;111;6438;3283;51;"Online"
"Kohl's";1128299;"2021-05-27";"May";"West";"New Mexico";"Albuquerque";"footwear";"Women's Street Footwear";"female";56;126;7056;3316;47;"Online"
"Kohl's";1128299;"2021-05-27";"May";"West";"New Mexico";"Albuquerque";"footwear";"Women's Athletic Footwear";"female";51;91;4641;2135;46;"Online"
"Kohl's";1128299;"2021-05-27";"May";"West";"New Mexico";"Albuquerque";"apparel";"Men's Apparel";"male";56;65;3640;1529;42;"Online"
"Kohl's";1128299;"2021-05-27";"May";"West";"New Mexico";"Albuquerque";"apparel";"Women's Apparel";"female";69;115;7935;3095;39;"Online"
"Kohl's";1128299;"2021-06-26";"June";"West";"New Mexico";"Albuquerque";"footwear";"Men's Street Footwear";"male";52;203;10556;5067;48;"Online"
"Kohl's";1128299;"2021-06-26";"June";"West";"New Mexico";"Albuquerque";"footwear";"Men's Athletic Footwear";"male";54;154;8316;4324;52;"Online"
"Kohl's";1128299;"2021-06-26";"June";"West";"New Mexico";"Albuquerque";"footwear";"Women's Street Footwear";"female";54;149;8046;4023;50;"Online"
"Kohl's";1128299;"2021-06-26";"June";"West";"New Mexico";"Albuquerque";"footwear";"Women's Athletic Footwear";"female";54;106;5724;2576;45;"Online"
"Kohl's";1128299;"2021-06-26";"June";"West";"New Mexico";"Albuquerque";"apparel";"Men's Apparel";"male";56;87;4872;2095;43;"Online"
"Kohl's";1128299;"2021-06-26";"June";"West";"New Mexico";"Albuquerque";"apparel";"Women's Apparel";"female";74;162;11988;4316;36;"Online"
"Kohl's";1128299;"2021-07-25";"July";"West";"New Mexico";"Albuquerque";"footwear";"Men's Street Footwear";"male";54;203;10962;5152;47;"Online"
"Kohl's";1128299;"2021-07-25";"July";"West";"New Mexico";"Albuquerque";"footwear";"Men's Athletic Footwear";"male";56;180;10080;5443;54;"Online"
"Kohl's";1128299;"2021-07-25";"July";"West";"New Mexico";"Albuquerque";"footwear";"Women's Street Footwear";"female";58;160;9280;4454;48;"Online"
"Kohl's";1128299;"2021-07-25";"July";"West";"New Mexico";"Albuquerque";"footwear";"Women's Athletic Footwear";"female";54;135;7290;3281;45;"Online"
"Kohl's";1128299;"2021-07-25";"July";"West";"New Mexico";"Albuquerque";"apparel";"Men's Apparel";"male";57;145;8265;3554;43;"Online"
"Kohl's";1128299;"2021-07-25";"July";"West";"New Mexico";"Albuquerque";"apparel";"Women's Apparel";"female";69;140;9660;3671;38;"Online"
"Kohl's";1128299;"2021-08-26";"August";"West";"New Mexico";"Albuquerque";"footwear";"Men's Street Footwear";"male";56;175;9800;4900;50;"Online"
"Kohl's";1128299;"2021-08-26";"August";"West";"New Mexico";"Albuquerque";"footwear";"Men's Athletic Footwear";"male";60;176;10560;5491;52;"Online"
"Kohl's";1128299;"2021-08-26";"August";"West";"New Mexico";"Albuquerque";"footwear";"Women's Street Footwear";"female";58;142;8236;3789;46;"Online"
"Kohl's";1128299;"2021-08-26";"August";"West";"New Mexico";"Albuquerque";"footwear";"Women's Athletic Footwear";"female";55;143;7865;3697;47;"Online"
"Kohl's";1128299;"2021-08-26";"August";"West";"New Mexico";"Albuquerque";"apparel";"Men's Apparel";"male";67;124;8308;3323;40;"Online"
"Kohl's";1128299;"2021-08-26";"August";"West";"New Mexico";"Albuquerque";"apparel";"Women's Apparel";"female";70;126;8820;3352;38;"Online"
"Kohl's";1128299;"2021-09-27";"September";"West";"New Mexico";"Albuquerque";"footwear";"Men's Street Footwear";"male";49;163;7987;3594;45;"Online"
"Kohl's";1128299;"2021-09-27";"September";"West";"New Mexico";"Albuquerque";"footwear";"Men's Athletic Footwear";"male";51;156;7956;4058;51;"Online"
"Kohl's";1128299;"2021-09-27";"September";"West";"New Mexico";"Albuquerque";"footwear";"Women's Street Footwear";"female";46;143;6578;3092;47;"Online"
"Kohl's";1128299;"2021-09-27";"September";"West";"New Mexico";"Albuquerque";"footwear";"Women's Athletic Footwear";"female";49;123;6027;2833;47;"Online"
"Kohl's";1128299;"2021-09-27";"September";"West";"New Mexico";"Albuquerque";"apparel";"Men's Apparel";"male";54;111;5994;2398;40;"Online"
"Kohl's";1128299;"2021-09-27";"September";"West";"New Mexico";"Albuquerque";"apparel";"Women's Apparel";"female";59;133;7847;2825;36;"Online"
"Kohl's";1128299;"2021-10-26";"October";"West";"New Mexico";"Albuquerque";"footwear";"Men's Street Footwear";"male";48;165;7920;3960;50;"Online"
"Kohl's";1128299;"2021-10-26";"October";"West";"New Mexico";"Albuquerque";"footwear";"Men's Athletic Footwear";"male";50;149;7450;3949;53;"Online"
"Kohl's";1128299;"2021-10-26";"October";"West";"New Mexico";"Albuquerque";"footwear";"Women's Street Footwear";"female";48;105;5040;2369;47;"Online"
"Kohl's";1128299;"2021-10-26";"October";"West";"New Mexico";"Albuquerque";"footwear";"Women's Athletic Footwear";"female";46;95;4370;2141;49;"Online"
"Kohl's";1128299;"2021-10-26";"October";"West";"New Mexico";"Albuquerque";"apparel";"Men's Apparel";"male";56;91;5096;2242;44;"Online"
"Kohl's";1128299;"2021-10-26";"October";"West";"New Mexico";"Albuquerque";"apparel";"Women's Apparel";"female";68;105;7140;2642;37;"Online"
"Kohl's";1128299;"2021-11-26";"November";"West";"New Mexico";"Albuquerque";"footwear";"Men's Street Footwear";"male";58;160;9280;4547;49;"Online"
